Date,Open,High,Low,Close,Adj Close,Volume
1995-08-01,299.730011,305.510010,295.209991,305.309998,305.309998,71488100
1995-09-01,305.309998,316.980011,303.890015,310.380005,310.380005,70528300
1995-10-01,310.380005,310.380005,291.260010,296.250000,296.250000,80474900
1995-11-01,296.250000,308.579987,295.679993,308.579987,308.579987,76083700
1995-12-01,308.579987,316.010010,303.380005,315.970001,315.970001,76994800
1996-01-01,315.970001,316.890015,299.450012,315.380005,315.380005,91880500
1996-02-01,315.380005,326.450012,315.190002,324.929993,324.929993,87630200
1996-03-01,324.929993,331.519989,318.329987,330.769989,330.769989,89842000
1996-04-01,330.769989,348.579987,328.329987,348.279999,348.279999,88766700
1996-05-01,348.279999,364.959991,341.339996,361.850006,361.850006,89211400
1996-06-01,361.850006,364.339996,339.279999,346.609985,346.609985,79287000
1996-07-01,346.609985,347.829987,303.040009,316.000000,316.000000,82152500
1996-08-01,316.000000,335.619995,316.000000,333.880005,333.880005,73803300
1996-09-01,333.880005,346.540009,330.420013,346.390015,346.390015,80697600
1996-10-01,346.390015,350.429993,337.709991,340.570007,340.570007,97093400
1996-11-01,340.570007,354.290009,338.899994,354.109985,354.109985,89078100
1996-12-01,354.109985,362.609985,348.450012,362.609985,362.609985,90891700
1997-01-01,362.609985,373.170013,357.609985,369.450012,369.450012,116339100
1997-02-01,369.450012,370.649994,358.410004,360.049988,360.049988,97184600
1997-03-01,360.049988,367.869995,342.489990,342.559998,342.559998,100306100
1997-04-01,342.570007,347.589996,335.179993,343.000000,343.000000,104616400
1997-05-01,343.000000,380.760010,342.989990,380.760010,380.760010,101066600
1997-06-01,380.760010,396.989990,380.589996,396.369995,396.369995,108579500
1997-07-01,396.369995,414.640015,392.989990,414.480011,414.480011,119581200
1997-08-01,414.480011,423.820007,406.170013,423.429993,423.429993,106061000
1997-09-01,423.429993,453.820007,423.429993,453.820007,453.820007,113830000
1997-10-01,454.420013,466.209991,405.369995,433.260010,433.260010,140172600
1997-11-01,433.260010,444.929993,418.829987,429.920013,429.920013,101736200
1997-12-01,429.920013,442.029999,412.679993,437.019989,437.019989,119588800
1998-01-01,437.019989,438.170013,404.859985,430.049988,430.049988,127338300
1998-02-01,430.049988,462.420013,430.049988,461.829987,461.829987,116565500
1998-03-01,461.829987,480.679993,456.079987,480.679993,480.679993,137195900
1998-04-01,480.679993,492.279999,466.029999,482.890015,482.890015,136560600
1998-05-01,482.890015,487.540009,445.600006,456.619995,456.619995,114771400
1998-06-01,456.619995,457.660004,433.660004,457.390015,457.390015,135519700
1998-07-01,457.390015,464.329987,419.750000,419.750000,419.750000,141948000
1998-08-01,419.750000,420.179993,337.839996,337.950012,337.950012,150715500
1998-09-01,337.950012,376.970001,335.869995,363.589996,363.589996,167140800
1998-10-01,363.589996,379.230011,303.869995,378.160004,378.160004,180016500
1998-11-01,378.160004,403.140015,378.160004,397.750000,397.750000,134512800
1998-12-01,397.750000,421.980011,387.609985,421.959991,421.959991,151814500
1999-01-01,421.959991,435.299988,412.640015,427.220001,427.220001,162135000
1999-02-01,427.220001,429.130005,388.579987,392.260010,392.260010,145558600
1999-03-01,392.239990,403.369995,381.959991,397.630005,397.630005,180025000
1999-04-01,397.630005,437.690002,396.290009,432.809998,432.809998,185232000
1999-05-01,432.809998,452.500000,426.040009,438.679993,438.679993,158802600
1999-06-01,438.679993,460.209991,431.040009,457.679993,457.679993,160791700
1999-07-01,457.679993,465.799988,439.799988,444.769989,444.769989,153329300
1999-08-01,444.769989,445.510010,417.070007,427.829987,427.829987,158185500
1999-09-01,427.829987,441.410004,414.200012,427.299988,427.299988,164387000
1999-10-01,427.299988,430.720001,406.329987,428.640015,428.640015,188320000
1999-11-01,428.640015,463.200012,428.640015,454.079987,454.079987,183848200
1999-12-01,454.079987,504.750000,451.809998,504.750000,504.750000,196406900
2000-01-01,504.760010,540.599976,467.559998,496.230011,496.230011,214944000
2000-02-01,496.230011,577.719971,492.649994,577.710022,577.710022,209120000
2000-03-01,577.710022,614.159973,524.270020,539.090027,539.090027,261562000
2000-04-01,539.020020,545.900024,441.559998,506.250000,506.250000,201064600
2000-05-01,506.250000,520.320007,443.989990,476.179993,476.179993,198983000
2000-06-01,476.179993,530.409973,476.179993,517.229980,517.229980,217383000
2000-07-01,517.239990,545.710022,487.390015,500.640015,500.640015,190891000
2000-08-01,500.640015,539.140015,489.239990,537.890015,537.890015,203555000
2000-09-01,537.890015,542.820007,502.899994,521.369995,521.369995,208383000
2000-10-01,521.369995,523.409973,455.630005,497.679993,497.679993,259514000
2000-11-01,497.679993,508.859985,440.760010,445.940002,445.940002,205323000
2000-12-01,445.940002,495.839996,440.779999,483.529999,483.529999,222058100
2001-01-01,483.549988,515.219971,457.559998,508.339996,508.339996,242231100
2001-02-01,508.329987,510.940002,465.070007,474.369995,474.369995,216176000
2001-03-01,474.380005,485.500000,419.700012,450.529999,450.529999,248729400
2001-04-01,450.529999,490.250000,424.640015,485.320007,485.320007,235914800
2001-05-01,485.309998,519.890015,480.470001,496.500000,496.500000,245259000
2001-06-01,496.500000,516.479980,482.190002,512.640015,512.640015,247480300
2001-07-01,513.280029,513.280029,471.359985,484.779999,484.779999,237937100
2001-08-01,484.779999,491.890015,465.420013,468.559998,468.559998,233592000
2001-09-01,468.559998,472.809998,373.619995,404.869995,404.869995,251211900
2001-10-01,404.869995,439.809998,393.000000,428.170013,428.170013,299567400
2001-11-01,428.170013,465.920013,424.839996,460.779999,460.779999,263300000
2001-12-01,460.790009,494.709991,455.510010,488.500000,488.500000,251285700
2002-01-01,488.500000,503.079987,468.040009,483.100006,483.100006,297462000
2002-02-01,483.100006,484.000000,457.049988,469.359985,469.359985,260476000
2002-03-01,469.369995,509.190002,469.190002,506.459991,506.459991,265632000
2002-04-01,506.459991,523.789978,493.760010,510.670013,510.670013,285689000
2002-05-01,510.670013,515.260010,482.600006,487.470001,487.470001,268742000
2002-06-01,487.470001,487.589996,441.760010,462.640015,462.640015,285037700
2002-07-01,462.630005,462.630005,354.109985,392.420013,392.420013,422287200
2002-08-01,392.420013,410.920013,367.119995,390.959991,390.959991,292984000
2002-09-01,390.959991,397.549988,354.299988,362.269989,362.269989,277237100
2002-10-01,362.269989,376.709991,324.899994,373.500000,373.500000,378563100
2002-11-01,373.500000,411.130005,369.140015,406.350006,406.350006,291700600
2002-12-01,406.359985,413.640015,379.670013,383.089996,383.089996,259936400
2003-01-01,383.089996,399.549988,366.589996,372.170013,372.170013,307495800
2003-02-01,372.170013,373.730011,351.779999,360.519989,360.519989,252353000
2003-03-01,360.519989,376.369995,343.059998,364.540009,364.540009,300800300
2003-04-01,364.540009,399.850006,363.730011,398.679993,398.679993,296816100
2003-05-01,398.679993,441.010010,394.190002,441.000000,441.000000,309521000
2003-06-01,441.000000,465.730011,437.200012,448.369995,448.369995,312194000
2003-07-01,448.350006,481.369995,441.220001,476.019989,476.019989,315532000
2003-08-01,476.019989,499.420013,449.970001,497.420013,497.420013,248814700
2003-09-01,497.420013,520.609985,482.130005,487.679993,487.679993,299401100
2003-10-01,487.679993,536.409973,487.679993,528.219971,528.219971,322985000
2003-11-01,528.219971,547.559998,519.840027,546.510010,546.510010,244632200
2003-12-01,546.510010,566.739990,526.419983,556.909973,556.909973,278391300
2004-01-01,556.909973,601.500000,556.909973,580.760010,580.760010,331013500
2004-02-01,580.760010,597.080017,564.030029,585.559998,585.559998,279856000
2004-03-01,585.559998,603.159973,556.130005,590.309998,590.309998,335979000
2004-04-01,590.309998,606.419983,558.570007,559.799988,559.799988,316119000
2004-05-01,559.799988,575.359985,530.679993,568.280029,568.280029,293264000
2004-06-01,568.280029,591.530029,557.659973,591.520020,591.520020,275295000
2004-07-01,591.520020,591.520020,531.419983,551.289978,551.289978,292856000
2004-08-01,551.289978,551.929993,515.900024,547.929993,547.929993,265868000
2004-09-01,547.929993,577.150024,547.700012,572.940002,572.940002,268298700
2004-10-01,572.940002,592.659973,562.830017,583.789978,583.789978,315110000
2004-11-01,583.789978,635.979980,581.109985,633.770020,633.770020,304602800
2004-12-01,633.770020,656.109985,621.760010,651.570007,651.570007,311027000
2005-01-01,651.570007,654.270020,604.169983,624.020020,624.020020,314980000
2005-02-01,624.020020,640.590027,616.909973,634.059998,634.059998,292974100
2005-03-01,634.059998,647.640015,603.750000,615.070007,615.070007,390141500
2005-04-01,615.070007,620.900024,570.030029,579.380005,579.380005,434242700
2005-05-01,579.380005,619.390015,578.140015,616.710022,616.710022,393219900
2005-06-01,616.710022,648.190002,616.700012,639.659973,639.659973,403340400
2005-07-01,639.659973,684.809998,638.929993,679.750000,679.750000,374646700
2005-08-01,679.750000,688.510010,645.380005,666.510010,666.510010,420300900
2005-09-01,666.510010,682.489990,644.739990,667.799988,667.799988,447775100
2005-10-01,667.799988,674.169983,614.760010,646.609985,646.609985,497937900
2005-11-01,646.609985,686.219971,640.179993,677.289978,677.289978,451028700
2005-12-01,677.289978,693.630005,669.039978,673.219971,673.219971,417561300
2006-01-01,673.219971,736.250000,666.580017,733.200012,733.200012,492116500
2006-02-01,733.200012,742.770020,708.119995,730.640015,730.640015,428599400
2006-03-01,730.640015,767.159973,713.619995,765.140015,765.140015,509050400
2006-04-01,765.239990,778.570007,740.239990,764.539978,764.539978,433084300
2006-05-01,764.539978,784.619995,696.059998,721.010010,721.010010,543128300
2006-06-01,721.010010,742.260010,669.880005,724.669983,724.669983,548732600
2006-07-01,724.650024,730.799988,668.580017,700.559998,700.559998,463482200
2006-08-01,700.559998,725.039978,674.750000,720.530029,720.530029,504856200
2006-09-01,720.520020,738.159973,700.440002,725.590027,725.590027,490014400
2006-10-01,725.590027,776.039978,712.169983,766.840027,766.840027,567936200
2006-11-01,766.820007,795.169983,746.289978,786.119995,786.119995,553439300
2006-12-01,785.710022,801.010010,773.059998,787.659973,787.659973,475787800
2007-01-01,788.309998,803.460022,768.690002,800.340027,800.340027,566862000
2007-02-01,802.020020,830.010010,784.419983,793.299988,793.299988,518449900
2007-03-01,787.619995,811.049988,760.059998,800.710022,800.710022,676222500
2007-04-01,801.770020,835.169983,798.169983,814.570007,814.570007,570324700
2007-05-01,815.380005,849.260010,807.690002,847.179993,847.179993,649580500
2007-06-01,848.619995,856.390015,819.750000,833.700012,833.700012,653228000
2007-07-01,836.080017,856.479980,770.590027,776.119995,776.119995,703374300
2007-08-01,774.969971,803.510010,736.000000,792.859985,792.859985,913817600
2007-09-01,792.500000,822.869995,759.419983,805.450012,805.450012,578097000
2007-10-01,806.039978,852.059998,788.659973,828.020020,828.020020,760225800
2007-11-01,822.880005,822.880005,734.450012,767.770020,767.770020,862469500
2007-12-01,768.200012,799.570007,735.849976,766.030029,766.030029,648216700
2008-01-01,765.900024,768.460022,650.000000,713.299988,713.299988,984753400
2008-02-01,714.919983,731.239990,683.539978,686.179993,686.179993,785361300
2008-03-01,686.049988,705.989990,643.280029,687.969971,687.969971,931891700
2008-04-01,692.020020,728.440002,684.880005,716.179993,716.179993,859786300
2008-05-01,715.539978,750.690002,714.010010,748.280029,748.280029,809904800
2008-06-01,747.479980,763.270020,689.659973,689.659973,689.659973,966140400
2008-07-01,686.770020,726.270020,647.369995,714.520020,714.520020,1249805700
2008-08-01,714.919983,764.380005,700.179993,739.500000,739.500000,862660100
2008-09-01,745.119995,761.780029,657.169983,679.580017,679.580017,1411346400
2008-10-01,676.210022,676.210022,441.920013,537.520020,537.520020,1612897000
2008-11-01,536.500000,551.020020,371.299988,473.140015,473.140015,1156602100
2008-12-01,466.529999,503.260010,415.989990,499.450012,499.450012,1128844700
2009-01-01,499.510010,519.000000,431.260010,443.529999,443.529999,1120906400
2009-02-01,441.209991,471.529999,386.690002,389.019989,389.019989,1244922100
2009-03-01,389.010010,445.299988,342.589996,422.750000,422.750000,1618436400
2009-04-01,419.390015,501.459991,412.790009,487.559998,487.559998,1388553200
2009-05-01,488.089996,511.820007,470.369995,501.579987,501.579987,1316149400
2009-06-01,504.570007,535.859985,488.850006,508.279999,508.279999,1126531500
2009-07-01,510.279999,563.479980,473.540009,556.710022,556.710022,1066357900
2009-08-01,559.309998,589.789978,546.960022,572.070007,572.070007,1168256700
2009-09-01,570.239990,625.309998,552.270020,604.280029,604.280029,1122954900
2009-10-01,603.229980,624.130005,560.190002,562.770020,562.770020,1134109900
2009-11-01,563.750000,605.440002,553.309998,579.729980,579.729980,849815300
2009-12-01,582.989990,635.989990,582.989990,625.390015,625.390015,895153300
2010-01-01,628.109985,649.150024,600.530029,602.039978,602.039978,909475800
2010-02-01,602.219971,633.549988,580.489990,628.559998,628.559998,845613400
2010-03-01,630.609985,693.320007,630.609985,678.640015,678.640015,1036835500
2010-04-01,681.570007,745.950012,677.750000,716.599976,716.599976,1167419100
2010-05-01,719.299988,732.869995,617.609985,661.609985,661.609985,1276627800
2010-06-01,657.539978,677.150024,607.289978,609.489990,609.489990,1101067500
2010-07-01,609.770020,672.159973,587.669983,650.890015,650.890015,947781100
2010-08-01,657.419983,664.460022,588.580017,602.059998,602.059998,857382500
2010-09-01,603.330017,684.590027,603.330017,676.140015,676.140015,795894500
2010-10-01,680.950012,714.049988,665.989990,703.349976,703.349976,901484800
2010-11-01,706.130005,738.989990,693.700012,727.010010,727.010010,871510700
2010-12-01,734.979980,793.280029,734.700012,783.650024,783.650024,809845300
2011-01-01,793.539978,807.890015,771.710022,781.250000,781.250000,921649400
2011-02-01,785.289978,838.000000,785.289978,823.450012,823.450012,592236600
2011-03-01,825.239990,843.729980,775.900024,843.549988,843.549988,895076400
2011-04-01,847.869995,866.900024,816.070007,865.289978,865.289978,773648100
2011-05-01,865.590027,868.570007,807.929993,848.299988,848.299988,817089800
2011-06-01,846.539978,846.650024,772.619995,827.429993,827.429993,861227300
2011-07-01,828.250000,860.369995,783.169983,797.030029,797.030029,811021700
2011-08-01,803.820007,808.599976,639.849976,726.809998,726.809998,1084191700
2011-09-01,727.039978,734.059998,634.710022,644.159973,644.159973,1027868200
2011-10-01,639.729980,769.460022,601.710022,741.059998,741.059998,980636700
2011-11-01,725.469971,756.760010,666.159973,737.419983,737.419983,842750500
2011-12-01,734.510010,753.190002,705.780029,740.919983,740.919983,753661900
2012-01-01,750.700012,800.219971,736.780029,792.820007,792.820007,795675600
2012-02-01,796.989990,833.020020,796.989990,810.940002,810.940002,783857100
2012-03-01,813.969971,847.919983,785.409973,830.299988,830.299988,838996600
2012-04-01,828.890015,841.059998,783.559998,816.880005,816.880005,747617100
2012-05-01,817.700012,830.099976,745.710022,761.820007,761.820007,869204900
2012-06-01,752.109985,799.000000,729.750000,798.489990,798.489990,815824400
2012-07-01,799.820007,820.440002,765.049988,786.940002,786.940002,731038100
2012-08-01,790.030029,827.130005,765.200012,812.090027,812.090027,702838100
2012-09-01,813.169983,868.500000,807.359985,837.450012,837.450012,697842800
2012-10-01,840.830017,853.570007,807.239990,818.729980,818.729980,717523200
2012-11-01,818.780029,830.549988,763.549988,821.919983,821.919983,714893100
2012-12-01,825.869995,852.500000,816.080017,849.349976,849.349976,663881800
2013-01-01,849.349976,907.909973,849.349976,902.090027,902.090027,758485100
2013-02-01,905.590027,932.000000,894.239990,911.109985,911.109985,692734800
2013-03-01,905.369995,954.000000,899.309998,951.539978,951.539978,685271100
2013-04-01,951.409973,951.599976,898.400024,947.460022,947.460022,770980000
2013-05-01,945.530029,1008.229980,924.210022,984.150024,984.150024,764472500
2013-06-01,986.250000,1001.489990,942.789978,977.479980,977.479980,749467900
2013-07-01,981.299988,1056.859985,981.299988,1045.260010,1045.260010,681068200
2013-08-01,1051.229980,1063.520020,1009.460022,1010.900024,1010.900024,648028100
2013-09-01,1019.479980,1082.000000,1009.000000,1073.790039,1073.790039,661744100
2013-10-01,1073.689941,1123.260010,1037.859985,1100.150024,1100.150024,766277600
2013-11-01,1099.089966,1147.000000,1079.079956,1142.890015,1142.890015,635097200
2013-12-01,1142.300049,1167.959961,1099.670044,1163.640015,1163.640015,649588200
2014-01-01,1160.500000,1182.040039,1119.800049,1130.880005,1130.880005,758719100
2014-02-01,1130.099976,1193.500000,1082.719971,1183.030029,1183.030029,697255900
2014-03-01,1174.229980,1212.819946,1146.829956,1173.040039,1173.040039,718850300
2014-04-01,1175.469971,1193.959961,1095.790039,1126.859985,1126.859985,715958100
2014-05-01,1126.040039,1144.099976,1082.530029,1134.500000,1134.500000,636236300
2014-06-01,1136.369995,1193.599976,1118.660034,1192.959961,1192.959961,632833800
2014-07-01,1196.229980,1213.550049,1120.060059,1120.069946,1120.069946,665246900
2014-08-01,1120.540039,1177.069946,1107.310059,1174.349976,1174.349976,581311400
2014-09-01,1177.290039,1183.849976,1101.670044,1101.680054,1101.680054,665066100
2014-10-01,1101.079956,1174.329956,1040.469971,1173.510010,1173.510010,936940400
2014-11-01,1174.500000,1191.760010,1151.979980,1173.229980,1173.229980,635701900
2014-12-01,1170.550049,1221.439941,1134.510010,1204.699951,1204.699951,807138200
2015-01-01,1209.979980,1212.800049,1151.300049,1165.390015,1165.390015,773000400
2015-02-01,1168.579956,1239.670044,1153.790039,1233.369995,1233.369995,687755600
2015-03-01,1233.390015,1268.160034,1206.109985,1252.770020,1252.770020,766758500
2015-04-01,1250.989990,1278.630005,1216.099976,1220.130005,1220.130005,694409400
2015-05-01,1223.050049,1261.020020,1211.130005,1246.530029,1246.530029,651877300
2015-06-01,1252.020020,1296.000000,1238.650024,1253.949951,1253.949951,731926200
2015-07-01,1262.119995,1275.900024,1205.189941,1238.680054,1238.680054,779205900
2015-08-01,1238.319946,1243.160034,1102.579956,1159.449951,1159.449951,845967900
2015-09-01,1148.310059,1193.989990,1078.630005,1100.689941,1100.689941,799583700
2015-10-01,1100.890015,1178.780029,1080.609985,1161.859985,1161.859985,858049000
2015-11-01,1161.949951,1204.869995,1140.760010,1198.109985,1198.109985,759135900
2015-12-01,1198.930054,1205.079956,1108.760010,1135.890015,1135.890015,836092600
2016-01-01,1134.079956,1134.079956,958.479980,1035.380005,1035.380005,924097700
2016-02-01,1033.530029,1044.910034,943.099976,1033.900024,1033.900024,929984800
2016-03-01,1035.520020,1117.790039,1035.520020,1114.030029,1114.030029,926394200
2016-04-01,1112.900024,1156.069946,1088.560059,1130.849976,1130.849976,811249900
2016-05-01,1131.209961,1158.969971,1085.939941,1154.790039,1154.790039,788836000
2016-06-01,1154.510010,1190.170044,1085.880005,1151.920044,1151.920044,868027000
2016-07-01,1151.750000,1224.770020,1131.709961,1219.939941,1219.939941,695302500
2016-08-01,1220.300049,1251.329956,1198.729980,1239.910034,1239.910034,756103100
2016-09-01,1240.069946,1263.459961,1206.069946,1251.650024,1251.650024,772702400
2016-10-01,1251.280029,1254.089966,1185.170044,1191.390015,1191.390015,731966300
2016-11-01,1191.770020,1347.199951,1156.079956,1322.339966,1322.339966,882997600
2016-12-01,1322.760010,1392.709961,1308.849976,1357.130005,1357.130005,752512400
2017-01-01,1357.989990,1388.599976,1341.459961,1361.819946,1361.819946,704831800
2017-02-01,1364.069946,1410.400024,1349.430054,1386.680054,1386.680054,691624200
2017-03-01,1389.119995,1414.819946,1335.040039,1385.920044,1385.920044,815477700
2017-04-01,1386.430054,1425.699951,1345.239990,1400.430054,1400.430054,652656700
2017-05-01,1401.010010,1411.040039,1351.010010,1370.209961,1370.209961,796071700
2017-06-01,1370.329956,1433.790039,1370.329956,1415.359985,1415.359985,810024900
2017-07-01,1416.469971,1452.089966,1398.829956,1425.140015,1425.140015,630093000
2017-08-01,1426.030029,1430.660034,1349.349976,1405.280029,1405.280029,706160300
2017-09-01,1405.819946,1428.739990,1393.880005,1425.020020,1425.020020,262452500
