Date,Open,High,Low,Close,Adj Close,Volume
2014-03-01,130.000000,133.690002,123.570000,123.610001,123.610001,182522600
2014-04-01,123.709999,128.250000,122.839996,124.220001,124.220001,127851700
2014-05-01,123.169998,126.629997,119.620003,120.430000,120.430000,113286900
2014-06-01,119.930000,128.039993,119.419998,128.039993,128.039993,139939600
2014-07-01,127.989998,129.210007,123.230003,123.389999,123.389999,140606000
2014-08-01,124.540001,126.809998,122.449997,123.860001,123.860001,118179700
2014-09-01,121.970001,122.660004,115.849998,116.209999,116.209999,140533100
2014-10-01,116.610001,120.500000,111.660004,112.660004,112.660004,155183900
2014-11-01,112.389999,115.959999,109.669998,112.110001,112.110001,147594200
2014-12-01,113.800003,118.989998,112.410004,113.580002,113.580002,153722200
2015-01-01,112.489998,125.580002,112.320000,123.449997,123.449997,197991400
2015-02-01,121.839996,123.160004,114.290001,116.160004,116.160004,125388900
2015-03-01,116.500000,116.639999,109.769997,113.660004,113.660004,133625800
2015-04-01,114.559998,117.470001,112.769997,113.470001,113.470001,106554400
2015-05-01,112.419998,117.879997,112.279999,114.099998,114.099998,99094600
2015-06-01,115.019997,115.610001,111.570000,112.370003,112.370003,110221400
2015-07-01,112.120003,112.580002,103.430000,104.930000,104.930000,157498100
2015-08-01,104.589996,112.120003,103.779999,107.730003,107.730003,169741100
2015-09-01,109.629997,110.820000,105.269997,106.860001,106.860001,113535300
2015-10-01,106.980003,113.989998,106.629997,109.300003,109.300003,131528800
2015-11-01,108.639999,108.839996,100.989998,101.919998,101.919998,106617600
2015-12-01,102.300003,104.209999,100.230003,101.459999,101.459999,124248200
2016-01-01,103.129997,107.930000,102.489998,106.949997,106.949997,139334100
2016-02-01,107.540001,120.839996,107.349998,118.639999,118.639999,313817300
2016-03-01,118.739998,122.370003,116.160004,117.639999,117.639999,259181100
2016-04-01,116.080002,123.930000,115.000000,123.650002,123.650002,222721800
2016-05-01,123.779999,123.959999,115.290001,116.059998,116.059998,200735100
2016-06-01,115.970001,127.050003,115.199997,126.470001,126.470001,307601400
2016-07-01,127.660004,131.149994,125.110001,128.979996,128.979996,259546000
2016-08-01,128.570007,130.550003,124.639999,124.779999,124.779999,215783900
2016-09-01,124.669998,129.080002,124.550003,125.639999,125.639999,213473800
2016-10-01,125.320000,125.459999,118.419998,121.940002,121.940002,181298100
2016-11-01,122.800003,124.760002,111.500000,111.750000,111.750000,247292900
2016-12-01,111.110001,112.500000,107.000000,109.610001,109.610001,159858900
2017-01-01,109.620003,116.169998,109.370003,115.550003,115.550003,150545100
2017-02-01,114.660004,120.400002,114.139999,119.230003,119.230003,150265000
2017-03-01,117.980003,120.080002,114.019997,118.720001,118.720001,172556100
2017-04-01,118.690002,123.070000,118.400002,120.769997,120.769997,176157400
2017-05-01,120.209999,121.230003,115.559998,120.620003,120.620003,160016600
2017-06-01,120.169998,123.309998,117.910004,118.019997,118.019997,160525700
2017-07-01,116.540001,120.860001,114.800003,120.750000,120.750000,128487700
2017-08-01,120.440002,125.870003,118.970001,125.820000,125.820000,179455800
2017-09-01,126.010002,128.320007,125.120003,127.970001,127.970001,52563200
